,Virginia,California,Florida,New York,New Jersey,Texas,Michigan,Massachusetts,Arizona,Washington,Colorado,Illinois,the District of Columbia,Nevada,Hawaii,New Hampshire,Utah,Georgia,Montana,Minnesota,Louisiana,Maryland,Pennsylvania,South Carolina,North Carolina,Vermont,Tennessee,Oregon,New Mexico,Rhode Island,Alaska,Maine,Alabama,Wisconsin,Arkansas,Mississippi,Indiana,West Virginia,Idaho,North Dakota,Connecticut,Kentucky,Missouri,Kansas,Delaware,Wyoming,Oklahoma,South Dakota,Nebraska,Iowa,Ohio
2011-02-01,217872.1143532274,306506.28032411746,136989.63331165895,258213.08714847322,290925.509767235,136133.38246666608,96677.3466777971,303537.2186621004,144606.95976534308,249772.62209931505,219256.04529187668,154059.94714773502,367817.51338754594,141989.14117799516,435284.30521827244,212613.12756694318,195104.12080773883,128087.26588455714,184201.9858955321,165520.15488185108,151639.0139373767,251651.7735698118,156970.82290381505,141961.95847094143,155011.50258080004,207608.2976561056,135711.65861013977,214156.22645408066,167904.23562337333,226903.0779431512,242855.7674417994,177101.10547668324,121314.34770223976,153981.19076611777,115159.46102248381,111693.4023418863,113070.70856529525,100251.69635564594,148901.46964457657,162588.97329579687,247707.64187040352,105491.39302445871,125400.75573855918,117884.99333072308,233892.4774634591,198310.38937316695,109434.53818287577,145068.32915057795,126668.00826953702,118571.77190147324,113926.63668345462
2011-03-01,217149.06811671643,304978.6500914371,135699.51191879468,257864.94419642165,289479.61528182455,135670.91482669665,96052.61633700326,302026.5860479192,143172.90146212606,247984.92813978918,218595.43925604472,153142.50661501926,367107.81735523493,140039.07919979922,435241.3540358098,212256.91825510448,193918.49876995548,127032.51296181888,183163.78860698745,164252.79149256612,150816.39325800366,251100.42407664543,156510.27456051842,141135.1821245496,154338.63542619263,207446.4954866255,135182.52228525173,212244.5723173092,167907.2371314579,226062.3683859638,242150.11056978445,177613.50133514,120884.18866869474,153065.36677039464,114945.98063205274,111583.31387551241,112724.18324035547,100006.0932028084,147721.88811466983,162746.49689791715,246855.12550671914,105030.02447394755,124673.73045624817,117519.35942453978,232521.99686281322,198339.08122880524,109191.51245302094,144900.2044759942,126593.03621721252,118274.5851007615,113430.84988926
2011-04-01,216463.18070853036,303352.6413710858,134451.31873891212,257397.0303611698,287793.4327421931,135223.40936162576,95471.83378586068,300686.84843013,141560.40541467382,245973.96971326903,217901.4079067147,152052.07637295453,366984.80931106565,138065.7184000869,433674.6406461415,211829.95323636834,192806.2719909027,125828.20431461795,182542.01609926336,162949.66099762256,150292.58686836623,250528.50771943238,156018.03902785399,140355.64311309115,153614.76952312794,207457.69623241565,134791.7494784889,210265.90670386422,167345.89197834613,224948.52734522615,241265.63068655622,177616.8037199926,120540.75515317348,152103.36750624434,114736.98560529995,111404.73590277345,112441.52183519442,99803.78213802299,146337.13328402673,163058.7111715478,245769.94537529923,104686.88369208766,123926.49067010211,117118.06565786483,231076.64500539715,198280.41000454067,108918.46298885386,144635.26280148505,126215.50858216318,117961.89330596589,112919.33924478455
2011-05-01,215835.73276718866,300909.73956217093,133204.69129057325,256895.34616656313,285881.2142438665,134869.00650036876,94949.64862696822,299539.77642616845,140000.24940471075,243081.69993293608,216983.75769874183,151221.90724166852,366816.1669695142,136619.15117606788,431767.55288360646,210929.0584852779,191950.92691496908,124355.40126088663,182205.17926840112,161672.39936027615,149912.22509066755,249517.42060730362,155448.76097558343,139645.20533291195,152907.52006176894,207228.32223950335,134388.93711572327,208490.90822022874,166418.68839074907,223304.13914378453,240619.32384636626,177359.59862694537,120278.85827120591,151193.44423093574,114448.12639679913,111279.76904322412,112174.23796386163,99632.8745893676,145092.69240226943,163122.6934940754,244390.31551435046,104413.0317624493,123184.88103992329,116850.28839987524,229381.13614608892,198016.822475452,108608.63203726325,144445.60441004866,125934.875136099,117659.14369631663,112416.22343911843
2011-06-01,215284.09184342073,298943.5701768853,132077.82823915666,256147.7077102901,283830.3085966368,134507.81191365057,94437.96385391272,298753.0424606539,138320.10961790182,240487.07305658006,216145.17339271924,150165.7948935714,366698.23172119237,135028.44009500128,429335.11303096265,210033.69956013863,190936.2646170073,122906.68687463836,182003.92607607707,160368.6712415237,149709.57451081244,248414.90832171493,154721.95156596485,138958.25742632133,152261.43395982982,207023.07968560295,134035.91413833736,207166.0261192282,165257.9459542991,221873.67803578902,240395.7194074893,177150.6273305323,120001.46888606716,150371.7531066364,114193.77435702815,111112.7805161248,111933.38959064486,99632.88889790646,144154.88215336858,162773.18532407854,243406.52295100212,104161.77030289879,122561.09794617757,116677.57970154526,227815.4237824497,197429.49879788095,108335.66989741399,144415.1481445638,125736.06971090795,117412.27198886743,111926.3577141966
2011-07-01,214725.5176301472,297231.4502708159,131039.38154383925,255416.29079624102,281641.43876305927,134307.35224191935,94071.89204515475,297982.9011443996,137175.10278336468,238055.16491787918,215337.92927341512,149519.1937193463,366935.08487848286,133864.00276622103,427416.9518796878,208874.80054051554,190084.25604593696,121686.54793821984,181684.55298597304,159212.19632801638,149575.28947361163,247165.9697557767,153996.2398771843,138424.97742788307,151694.6975611985,206789.25214271873,133681.0777230035,206102.6916755852,164453.88238983837,220337.6019812784,240418.0514666841,177082.52247506558,119696.80592546043,149546.0577247492,114030.14070774091,111110.90621891717,111802.51008300412,99635.80026680518,143860.92224971994,162327.10680915773,242162.14471258805,103929.26690492261,122055.47072382527,116535.0655795827,226605.86884721977,196941.04968456217,108226.13794932328,144464.16450581947,125743.0637040699,117240.0382946775,111578.12501808937
2011-08-01,214231.03326035358,295363.9617363123,130222.35199689824,254701.9962142189,279680.43931516894,134189.42760149654,93898.3510203715,297181.8706018719,136456.37811968857,236175.5256310556,214843.70706872703,148617.3436087411,366580.0589035286,132274.75104362998,425344.8670155932,207941.76726234666,189564.4644175019,120827.42470310483,181589.13061904695,158335.95073566036,149483.2521755432,245835.12429106518,153393.6280031478,137947.68548200637,151119.8019677504,206565.83672580693,133373.1405290484,205124.12890071617,163896.52211083754,218999.3613806296,240503.24895586816,176925.7970154423,119386.66522529647,148912.04353010387,113978.75818688853,111055.40685719787,111838.4020664629,99687.70414743475,143671.93815601853,162184.83589007254,240658.43510384948,103729.36247962365,121542.90359018803,116311.86540233945,225564.7098218073,196727.82867792877,108244.28743877141,144563.62787536276,125800.01231395591,117134.12327389709,111317.39008445673
2011-09-01,213635.13895265493,293134.7574044944,129608.17718818877,254050.01504907393,277966.3358446206,134147.227464425,93849.36141817295,295939.11456271895,136011.02542478015,234250.00559335577,214568.36481648544,147745.9376572786,366370.282777921,131283.53475615662,423430.65562371345,207085.6730947011,188840.89467321304,120254.64714142606,181591.69144033184,157557.6193557298,149326.99919427713,244253.76605182572,152961.36152179164,137472.31976119592,150611.30095054835,206317.03196523056,133078.28611778948,204285.5178094958,163523.64468340322,217576.0315371824,240413.57729016323,176588.35651640303,119036.28948907841,148406.82443782932,113976.08121103143,110978.79782641416,111923.91993658854,99703.16871304932,143432.2340532209,162247.86653829413,238827.59463279074,103534.91643667669,121112.3794210152,115970.77754975116,224277.36596628092,196846.6292545872,108356.3064661754,144542.12246587613,125765.99747700908,117095.37620668045,111045.80634090521
2011-10-01,213000.80330665686,290754.7222369029,129256.08731977206,253400.82821488983,276432.3998892079,134034.0921879124,93797.8262246797,294308.4042252463,135829.52063559476,232447.77799401784,214415.6547123403,146292.81896240366,365671.90629226895,130516.17781833168,422304.8034887873,206594.1919829628,188108.54983487376,119817.13159007543,181740.01644399247,156810.31467027383,149226.65169522815,243013.10250140037,152606.63359204432,136984.8696698726,150034.92928835258,206142.24400831017,132744.1822816401,203331.88885925998,163138.54047284255,216145.65172096028,240338.99395130665,176125.3907970565,118673.70834460885,147915.1617150828,114018.70161528938,110727.40295066343,111959.01270586946,99728.62470111216,143276.71632732797,162452.804249174,236887.5720132645,103326.6381435407,120608.93358046241,115560.73225758893,222709.56786803761,196830.25820007944,108264.55517244757,144573.77755744488,125814.71870696993,117073.33658184989,110719.63296326804
2011-11-01,212458.83593149626,289579.5240218662,129076.11137734663,252694.14649227483,274806.42197091324,133822.62473804297,93643.1397850447,292633.88433519175,135666.009251885,230808.79109570666,214388.2217063913,145104.86830311993,365286.75716697954,129993.46204298358,420869.3391848375,205953.7458628649,187334.45986754578,119448.83203649393,181840.30597486522,155991.42475251408,149089.0632090723,242153.49099956732,152251.66849917066,136528.8449168297,149461.3995662025,206321.58977448658,132427.81242484643,202246.79557893774,162734.15861426262,214372.33552716929,240272.7616901767,175633.42968951756,118213.89633539443,147487.24352827095,114033.78842372145,110530.65370326908,111889.45138979529,99762.41397954994,143176.52167129001,162624.5530768508,235264.73070657274,103223.58268643609,120172.0675016253,115196.52388439937,221361.51122152762,196916.2928199426,108087.28376012988,144663.0622243399,125842.2313537443,117107.24284738493,110374.95167610548
2011-12-01,212194.1778451217,288813.6009729896,128994.07464463967,252096.5609780984,273118.87983912806,133575.61929258765,93447.99238035352,291368.5171472576,136165.49213513156,229463.1334363852,214437.61419645857,143641.01198558786,364450.1230012911,129484.45306239532,420742.61108368443,205280.72494412435,187170.43869424937,118842.79026937329,181918.25524788318,155147.65956400053,148821.3151288406,241462.0097093118,151905.89507392616,136300.13078202357,148909.04467816072,206531.38677574604,132135.94014155728,201075.76731443356,162341.0383385898,212707.00342698293,240400.12268383233,175103.44563882073,117828.96291469586,146944.91372441655,114002.87241340194,110401.9167863865,111743.44265136735,99785.4480860925,143137.22461841878,162751.7321142682,233763.33396872997,103161.7586581381,119685.90675072484,114913.63994347873,219970.50534832012,197088.16522869802,107859.6247774872,144817.31435370992,125792.43930826402,117172.44269779709,110069.45543963769
2012-01-01,212124.46394244058,288418.78016092576,129022.5631365662,251570.76356828932,271762.88401240663,133462.5113055604,93298.4783809216,290339.4062514353,136681.717864827,228524.29157234696,214710.31195592342,142680.3950126018,364528.52820790635,129265.07648440449,420993.05191938643,204491.9244327486,187151.77940362747,118328.54491406232,182034.81331529832,154479.6040208474,148586.3636545957,240670.75247080266,151605.3579104849,136271.07726318858,148480.78954172702,206663.69542283638,131995.69418265964,200256.3358686281,162029.62977041994,211568.00642663497,241025.38982779576,174510.82986258902,117685.60536043889,146559.17507863275,113981.72873702219,110318.64941129246,111497.12734108279,99771.76169881108,143045.03096401654,162929.63413320234,232548.141538768,103144.89748593983,119329.95375221547,114779.80071147824,218892.04242932613,197698.3729317171,107728.27145968727,144976.88846303246,125511.34536075906,117190.79577382877,109712.35606162238
2012-02-01,212332.16707007852,287844.9840620025,129143.80199387456,251362.02220199734,271227.9124187676,133617.92340841444,93380.14740943303,289561.50290217745,137525.89884355664,227632.7116276958,215100.66182694855,141750.56817493745,364789.1361947716,129140.94990194436,421734.4918513223,204051.5849673416,187316.24933461708,117934.20084196793,182197.77661687974,154267.77865169445,148627.85028814935,240241.0844998277,151538.96598506966,136569.2567909694,148297.35054833797,207011.74789706265,132049.21447729378,199954.76631744465,161910.08086500605,210850.33071059684,241693.69895472247,174036.44093245702,117748.70654032315,146293.40105944712,114128.21886640655,110266.33343778977,111461.00879900286,99913.43788665556,143390.3409432335,163302.35797949828,231734.1025363929,103228.8767440946,119162.56902476649,114758.6361930504,217867.27523858045,198446.4316526635,107688.27511972406,145201.01556161567,125223.31126233756,117277.2633284995,109482.7390950835
2012-03-01,212967.9082761757,287200.08242428553,129337.73685097611,251552.33358261606,271773.94188662333,133894.94356296907,93652.03200702835,289013.21108896215,138309.60661641913,226698.74509526827,215563.72095754885,141220.2434232461,365078.22127461975,128816.29898524522,421648.4375030661,203987.45623364567,187840.54007766757,118052.38160843635,182764.6565581438,154626.6556003378,148778.07031361145,240269.37184030665,151858.9561387598,136974.7123801252,148377.47250072673,207770.18461937935,132384.7343812302,200143.01688464385,161987.51677796355,210502.04030584075,242463.09307349674,173731.2222858412,118079.48222106848,146242.5342755895,114360.0814808602,110126.56328543519,111644.07850455621,100088.59596681641,144101.06644706387,164019.34812883448,231597.54268699166,103531.61141541653,119219.54940698994,114976.24842347026,216973.17888981476,199444.3627787965,107703.92331017788,145748.63930019285,125189.0032580138,117652.7497828526,109482.10603061189
2012-04-01,213946.21534125225,286759.700910429,129699.19127552204,251949.49521820722,272593.10809929,134173.60710908752,94189.08975191484,288912.8779157414,139787.03818513188,225619.7444491059,215923.4429518328,140767.07776328365,365068.8231132794,128371.33361946612,420627.58448494907,204366.39963439762,188839.27175778602,118378.41405112862,183483.61967057883,155277.4134219943,148829.50232388455,241029.74246289945,152331.7983079187,137430.2924261837,148688.3782381524,208864.32185900048,132847.43413830097,200493.51189047706,162130.75243888,210271.32449210467,243282.17101780206,173906.7279493315,118585.42373163789,146414.64476492998,114646.7482014514,110062.69775236335,111984.94179037657,100095.24045354819,145206.65987850024,164821.05407694867,231696.2749868591,104027.446320037,119517.28004912609,115326.53420323394,215689.58569594414,200438.61507744485,107747.82870219712,146548.411005246,125423.76340073667,118269.93604780761,109683.54744584886
2012-05-01,215020.3151530813,286960.0876863189,130167.13845968107,252444.90375525877,273283.15774714923,134484.65524163496,94904.66089198277,289388.78485527536,141901.07419709346,224716.14663710294,216487.939010076,140450.31077112755,365746.29836045095,128376.99637009263,419983.55497295107,204835.83224803722,190213.21253539962,118860.92824719562,184406.75823864574,156088.67482073695,149182.6663016437,241792.1290866589,152783.16165257138,137856.3642049655,149054.3159216089,209752.97532005978,133236.76617867293,200823.47529114084,162327.94482161626,210305.55721613695,244368.44934438958,174248.01968137498,119494.94711104082,146788.01469025525,115033.55608964583,110348.99087715567,112264.46854257875,100412.3703680518,146407.74956285136,165922.1788310971,231579.51234047883,104599.90377470978,120029.6219617473,115843.98524135676,214623.98539610484,201643.88240993416,107933.60809887417,,125754.24999692959,119062.05158768811,109946.52469453942
2012-06-01,216064.279640154,288094.2172030213,130801.21887667173,252808.01563838575,273309.4301211261,134922.94773662128,95721.90603218191,290326.1150319928,144436.79868597133,224308.91011106447,217476.84101093654,140472.41034417693,367497.09565355745,129474.48633420952,419924.1691103923,205418.85191238896,191688.11983185392,119453.2090923337,185433.1523519307,157131.57116498155,149910.4537124536,242592.58158795172,152965.3643051921,138193.7712934861,149343.13321713958,210382.78959081834,133584.86862967326,201311.2231924605,162525.21961237138,210414.84133609975,245782.42469861708,174729.73058278955,120794.92862523,147217.5381372371,115551.79879539745,110802.41095996415,112528.92696742121,100796.26537563217,147705.83354673232,167426.0402906542,231206.42304962905,105038.05977861019,120592.43378941808,116519.23879362427,214125.5786706118,202889.03653190882,108202.08387324352,149399.00059678033,126146.3543794604,119594.06652464064,110105.05555763202
2012-07-01,216979.41087354822,289738.91020986694,131437.23699006424,253145.10050013466,273199.26309698145,135419.68804824143,96532.37536248621,291466.10086858715,147200.7534254728,224252.00633841622,218938.72571020294,140714.27177642845,370160.31882703287,131102.39419176485,421423.84966209787,205957.37964548307,193105.94826902697,120095.3250172484,186342.9717154172,158466.49251933882,150627.66862087316,243094.88638219703,153041.1203661682,138420.4870152557,149592.98684528816,210843.77210413615,133961.3512457443,201922.2233335773,162750.81443502384,210592.4453827795,247058.01866349034,175031.36293909303,122164.12321435893,147549.81300221328,116160.18957402349,111296.0303663379,112814.11187475176,101561.64956072801,149008.1076427368,169150.9418014111,230727.22575760857,105340.26842543947,121141.12571596204,117237.04325955136,214271.68876391862,204058.17239046775,108579.47747610851,151088.1751174914,126585.02954224753,120119.98632690283,110257.32058930957
2012-08-01,217799.50574066045,292339.5116851739,132002.79087636652,253156.60216719404,272589.3042065377,135790.5964101517,97128.80082817958,292442.86647947115,149942.26182693883,224473.47199208583,220739.0425645895,140844.86755954844,373459.1409634101,132941.76239861993,423711.44518782245,206086.27403479442,194416.47075278952,120494.69244323262,187039.08348600465,159908.57613239225,150864.22031850423,243491.55254663862,152917.99586974853,138486.6735437902,149625.92035425,211361.03381393236,134161.5645642312,202699.27138975423,162784.40242826712,210514.4457584142,248204.12175510486,174841.7590585019,123182.68944830734,147708.49165223163,116547.50959430214,111118.96238775564,113058.64616058738,101999.49347404538,150287.830409931,171072.03277785503,230160.5297794556,105295.23089092663,121466.03007045067,117743.13934763869,214211.94279380457,204891.46931979145,108796.44567837466,152569.49227831038,127106.49861260965,120551.36296218028,110247.08564465547
2012-09-01,218588.39671896756,295851.5825856446,132604.43763838755,253183.7800610411,272305.49353266275,136108.60279134812,97829.10584358084,293184.25630126294,152846.8147997505,225117.35786285147,222808.72182199566,140900.43396034438,377864.7906458305,134799.63019659015,426600.8880790528,206153.04438096532,195820.67969435957,120864.43825644872,187592.46280174496,161427.6973607404,150892.5310339254,244167.32288495332,152796.40168952537,138616.4673050953,149673.0476714879,211891.91964477187,134383.94963948723,203601.2536048149,162856.87016381664,210287.65403335844,249834.99916449774,174713.8241643432,124127.65629287488,147886.247280216,116910.74329958118,110939.3197403386,113313.41004845825,102548.031596584,151698.3904473438,173058.54904646522,229493.79531670013,105151.447686057,121803.50075341725,118000.62726035225,213915.14338639882,205799.03090357044,108977.54132461362,153708.23286228543,127654.22178345428,120961.61011779557,110307.04444525084
2012-10-01,219443.42770890528,300333.52761774167,133350.3766818747,253021.35428750832,272102.5971679435,136425.54082359746,98563.41548847091,293858.20240392507,155487.66918104122,226127.63131776892,224850.27264432827,140723.00007129073,382780.26405165374,136730.62946512576,429326.84057896934,206151.46100840604,197256.43026664844,121139.0898116802,188328.67724386553,162992.555434085,150923.62320427166,244924.31534984751,152617.99220416215,138801.49592426346,149659.72808712933,212239.63298172047,134461.89834696628,204903.89152742506,162956.88317392272,210234.54350743265,250976.30022982624,174460.27008748156,124967.37630719064,148109.17294453242,117092.814635175,110538.62368916895,113585.94854981662,102935.96335525601,153106.66463685434,175307.03778484414,228856.4140282136,104979.78625066469,121886.37334073789,118091.05355157338,213425.89879370664,206594.93279098396,109087.89696040076,154330.30460255648,128210.6449767566,120997.36455181264,110364.50868269028
2012-11-01,220267.78975984218,305241.2306062802,134406.69596593673,253006.0824206391,272372.23716030136,136791.3303323929,99273.94409282079,294801.3636974687,157877.99299510897,227615.01546424857,226758.8303191009,140411.4045163565,387775.0711590123,138955.2066048466,432229.63307309285,206293.68418899062,198992.22683633387,121587.06323386294,189435.255469884,164402.55534766114,150930.4303360683,246058.6530755847,152486.80606845886,138944.13787597002,149661.5451598056,212321.26299557975,134582.59498462803,206405.21296646804,163376.84037234483,210649.47279206573,252174.70155314435,174554.01291381527,125865.17709857144,148222.27800059938,117295.36128265127,110579.42332772737,113719.39210090892,103172.57714673057,154441.34307433036,177460.97581288996,228614.76475844532,104892.88730293256,121855.85791086395,118187.43598128499,213528.2457509935,207468.4804844292,109421.48034155594,154588.58592973757,128567.83832002648,120909.6260047141,110466.42293266498
2012-12-01,220866.55913714578,310464.68724037084,135814.51752005334,252980.22016977263,272692.02697288344,137158.4698844992,99908.60565768153,296272.9457903416,159816.53521015836,229278.76533631948,228444.76376067757,140099.26156513148,392431.34517143766,141013.1926653576,434306.73802335624,206417.20570167922,200793.0725271058,122021.95281079349,190691.16158520026,165685.5710830822,150949.68554456398,247026.3356786951,152399.90556323781,139031.00958849376,149597.7698293531,212360.8300281082,134474.4855971785,207970.6335782391,163911.16553104794,210857.75086711263,252488.5872623725,174507.71046813755,126477.65292866272,148289.20975949956,117504.52916793631,110940.94743000976,113775.72063063527,103372.30335587362,155638.57289916312,179642.35937828745,228682.9100054192,104966.14689451664,121790.81102455559,118322.45885253658,213837.813043994,208021.55635711295,109875.49699963669,154867.73129015497,128769.67813096341,121199.64524843158,110529.47505340735
2013-01-01,221610.13295841683,315412.6163362054,137424.62047798085,253385.35543803778,273250.10555262514,137671.01451095848,100540.46340871403,298141.4877841911,161606.91801024528,231302.43054901037,230162.98523859214,140131.06574009566,396376.4277115483,143335.79025786679,436242.39451128803,206610.7726756807,202787.56052438542,122559.60226378572,191701.0484274498,166875.8284775149,151206.35584530878,248313.85131296318,152394.07568594898,139132.52239377462,149543.68049168444,212750.01812908985,134344.71522733578,209661.81397698564,164149.40853368328,210912.59500915566,252417.27872750754,174384.4805106717,126769.13562797812,148445.16690050732,117775.40102666349,111391.51723144886,113721.80392752134,103458.52808503482,156784.70810585003,181951.67479670074,229217.79526598507,104983.71628235152,121772.27240602858,118497.42725279105,214219.24725052,208768.0072739276,110367.99466149668,155397.4323753309,128881.13893161458,121868.6759799305,110656.47490243636
2013-02-01,222522.8675279154,319791.31496978324,139068.3419212669,254059.15715130593,273794.0228603958,138322.3475471621,101273.41516003723,300203.0678781712,163298.30051992062,233317.46623530015,231773.57321656283,140654.6488931557,399918.36937577464,145699.3355194249,437828.70226761996,207208.43922064928,204548.75100254026,123261.84691887897,192297.63752042837,168054.05756868937,151169.20974076548,249626.36248449862,152415.1107744975,139402.4993874767,149655.0256557906,213544.70888961584,134443.95062393346,211487.50424523043,163982.56835655705,211113.68924701578,251909.81682250844,174410.37649250703,126931.1973748564,148838.39685189948,118096.37434081548,111385.96882100764,113748.57416393008,103123.25381561204,158034.25581723385,183793.5942668741,229930.44250942103,104991.13300603213,121852.40003603297,118584.456627425,214285.60578732882,209483.43260641443,110522.12658691728,156085.21434019247,129173.03432677423,122447.35534149657,110869.29988532618
2013-03-01,223471.7476187899,323552.64455656736,140745.71611599336,254852.65026668142,274219.341521491,139094.2572623725,102233.1717748656,301558.58161512,165219.6340716669,235159.98076399008,233043.11241489465,141438.24163326566,402056.8704911815,148471.98241795445,439888.7875387897,207624.64540709349,206277.57713358031,124325.75761523245,192603.5023576019,169232.6947108927,151360.23340606203,250940.66797649444,152646.50930284619,139823.18656302636,149894.20519161996,214515.26641952657,134902.03473923463,213295.21493412342,163812.2287929964,211984.01950226584,251253.95516496364,174402.33379180988,127171.36605159554,149337.973788486,118436.8289353837,110921.8197592555,113759.16297362873,102782.8104982958,159398.99920414668,185282.15149883143,230481.16028231254,104904.02488144553,121966.80416126276,118544.22449280147,214684.88601784167,210182.77541700378,110611.4134901692,156861.6514261531,129568.11535997299,122904.69228223023,111280.43489498965
2013-04-01,224243.45760163068,327980.3939356169,142473.34289085242,255601.89210798955,274710.11727447977,139827.0806814503,103379.88671229024,302795.9235794777,167547.0323665561,236857.38769370093,234168.41584133674,142515.27237575475,404166.93923181697,151746.112909549,441513.2300414249,208279.2998869035,208127.5265365932,125662.14668153056,193268.01494770727,170303.27856519914,151815.55281902986,252251.14388277484,153079.4095800518,140327.50175811548,150253.51251540703,215369.67543037832,135612.84103498165,215029.93001071,163879.01378270815,213255.0900487946,251345.57982659704,175026.08165678955,127642.8599001807,149877.393666071,118726.0702566221,110493.37316030834,113882.50735837838,102307.50868173972,160919.30714195644,186121.53664986647,230912.2252185588,104895.93303541164,122256.09869577206,118529.54232144654,215324.1110176668,210759.5024678864,110724.10561436566,157574.2685963637,130041.00648205746,123373.21478448929,111857.85933313414
2013-05-01,225077.8638548427,334028.7631013105,144421.94684484953,256450.29793120897,275555.03433075,140663.47759869476,104758.21740228315,304185.82231174374,170282.8335800166,238796.25282129276,235458.98356519037,143438.24246668056,407131.9403252182,155828.1872372953,443932.31763149315,208960.1165372162,210344.65906460048,127326.29729076696,194258.094785283,171530.76759647866,152738.34754756684,253897.842368343,153720.048725264,140898.03203917167,150782.4296016643,216124.46785211776,136430.5866476297,216999.66650862724,164298.3469941568,214645.63589575604,251973.67340211163,175831.74788356354,128312.52423516933,150469.29255897997,118933.58453931601,110155.6254951703,114186.12974336268,102043.47362440718,162678.3455538168,187371.25397938266,231345.4270625786,105129.35232299834,122665.14405910573,118661.49885376282,215781.45564014095,211226.7607882428,110917.74806278337,158335.82955665467,130441.3710269142,124031.1433638174,112609.50697349128
2013-06-01,226192.99975726134,341347.8216685536,146331.42155768225,257628.97569050026,276558.86892465403,141661.51997197588,106234.98179061693,306269.9664892724,173154.61640110138,240913.40646382511,237189.7177166324,144570.32252178687,411685.59837311093,160666.74397555972,446856.4385045017,210004.06944831516,212711.5629635506,129022.65367810048,195381.7306087988,172894.819515573,153867.59401343306,255656.43625077544,154260.5120025581,141496.18705683431,151440.0108764466,216827.80084671327,137093.64074050254,219261.18173023555,164706.65175515678,216018.48446488232,253277.32466809882,177044.3603733208,128895.28917558666,151101.8034793009,119082.4822094066,110175.62770680804,114643.34389487265,101849.1993985339,164463.71636693802,188754.99899150993,231942.88192301415,105602.66933576996,123235.10191981762,119011.08341930463,216533.6801544534,211639.8359853476,111155.14461092977,158988.99939023194,130877.41324366897,124587.09347964085,113279.0207035999
2013-07-01,227262.30027354255,348679.52167928295,148165.65015428414,258803.46123778567,277691.0795510859,142619.3414131247,107659.77707132563,308462.4217424908,175913.69985665483,242919.27202831898,239193.2261007815,145493.89355415237,416692.8799237483,165486.9986536815,450605.77224732965,210834.41213211973,214943.28786714087,130672.4754697841,196240.6755560656,174416.5504875297,154618.64312628662,257119.29338627183,154419.83792798696,142009.61400338684,152113.30962197477,217296.27021439662,137542.90790750468,221498.3488800663,164774.72061146802,217188.403687026,254617.05025288332,177934.03720423937,129288.05730176407,151643.43747629313,119105.21404730792,110130.83056828228,115171.57739501262,101539.75840997137,166124.33726393164,190146.83742778935,232581.6811814943,106075.4369310193,123860.77180614953,119322.23444198405,217164.39242564896,211626.53918043105,111321.01930738585,159516.19507403896,131335.94025543323,125022.75699070336,113805.46611663261
2013-08-01,228283.73324471418,355692.1191598025,149916.87188213578,259858.20160027887,279018.89990579325,143547.91437059172,109240.44834386592,310428.6920010037,178530.9126743225,244693.08835813604,241272.97683890487,146708.4480263585,421580.2949407482,169794.0007424209,454740.276806338,211687.00854959394,216987.84769789525,132217.44658206127,197111.39850931955,176123.49078594884,155498.81555676536,258107.78431925093,154475.4248415509,142537.8583613057,152754.88809161648,217747.73001719476,137907.55079270186,223689.52393468714,164811.51852448532,218213.56548522212,255884.7945949341,178634.5852386976,129645.65048054881,152292.97494754687,119212.93122636674,110485.04563769384,115742.08284790022,101643.24122062894,167589.4185333573,191662.71499850773,233120.0597349177,106608.17872139749,124691.85124384938,119716.88443321428,218333.802630389,211597.94424396902,111716.16624732474,160120.98961031105,131965.59698647354,125658.07675687257,114284.20603939654
2013-09-01,229117.21429163124,362564.38954206253,151618.76643309277,260620.79871129862,280573.30104215705,144272.6780270098,110640.34139930992,312204.8762750111,180918.5803232613,246429.38482705256,243275.96113461873,147813.38285221896,427261.3340817434,173657.81863370587,459782.2782276121,212592.22168086414,218815.1260624473,133544.2742194006,198040.05561347527,177766.06260574455,156211.46228134574,259027.28119995943,154405.63548268602,142998.4754634774,153271.51661668136,218295.42696139627,138235.39943016338,225757.9435618033,164706.9838351228,219129.6490416339,257345.87463126518,179164.06737262543,129943.3788852592,152880.50813562513,119376.28037350521,110567.47186376307,116202.54691969656,101981.76565651073,168950.10050414343,193131.35304377074,233561.15670003006,106894.38496519183,125412.99758227957,120017.15759709167,219293.52976718033,211768.6989197859,111971.13838482245,160670.97455024451,132497.0992880992,126085.20730563319,114673.11380748703
2013-10-01,229975.1873533641,369351.8157175686,153415.60660302592,261430.27410171716,282116.46750927815,145099.069320439,111978.21219437149,314041.7748313144,183049.71851471104,248235.73234423707,245186.9221512274,149224.44464877658,433500.5669450687,177195.58846744735,465146.99216500274,213647.50479475383,220527.74557703533,134903.28996915082,199071.3158548535,179401.5095871835,156822.1390063119,260122.22685086975,154621.9368968555,143577.33937798144,153796.73830108703,218845.86376814943,138707.8553044457,227854.55472841448,164720.24363700047,220039.9915130287,258219.74227974482,179540.1961131748,130429.64670913048,153476.97242191166,119686.0032796442,110935.73411353053,116591.8717039771,102724.05307968617,170308.61436020068,194903.43439489292,234010.6756161536,107199.59715246463,126110.40705813169,120445.23673578363,220885.35307985407,212257.67960322343,112494.5143388568,161476.8730636921,133052.19172887193,126554.104346213,115052.59072254412
